"","Timestamp","How old are you?","Please indicate your sex","Which province or territory do you live in?","What is your highest education level?","Have you been following the election?","How much do you value the alignment between you and the candidate's policies?","How's your satisfaction with the current Canadian government?","How would you rate the current government's response on combating COVID-19?","In your opinion, what is the most important issue facing in Canada today?","If the Federal Election were being held today, who would you vote for?"
"1197",2020-10-07 16:00:11,"65+","Male","Ontario","College, CEGEP or other non-university certificate or diploma","Yes",10,"Somewhat Satisfied",8,"Environment","Erin O’Toole's Conservative Party of Canada"
"1198",2020-10-07 16:00:12,"65+","Male","Ontario","College, CEGEP or other non-university certificate or diploma","Yes",8,"Very Dissatisfied",8,"Environment","Justin Trudeau's Liberal Party of Canada"
"1199",2020-10-07 16:00:15,"35-44","Male","Saskatchewan","College, CEGEP or other non-university certificate or diploma","Yes",10,"Somewhat Dissatisfied",7,"Accountability/Leadership","Justin Trudeau's Liberal Party of Canada"
"1200",2020-10-07 16:00:08,"45-54","Male","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",9,"Very Dissatisfied",4,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"1201",2020-10-07 16:00:06,"25-34","Male","Ontario","Secondary (high) school diploma or equivalency certificate","Yes",5,"Somewhat Dissatisfied",9,"Foreign Affairs","Erin O’Toole's Conservative Party of Canada"
"1202",2020-10-07 16:00:09,"45-54","Male","Ontario","Secondary (high) school diploma or equivalency certificate","No",8,"Somewhat Dissatisfied",4,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1203",2020-10-07 16:00:03,"35-44","Male","Ontario","University certificate or diploma below bachelor level","No",8,"Somewhat Satisfied",7,"Energy/Piplines","Annamie Paul's Green Party of Canada"
"1204",2020-10-07 16:00:07,"25-34","Female","Ontario","Secondary (high) school diploma or equivalency certificate","Yes",10,"Somewhat Satisfied",7,"Environment","Justin Trudeau's Liberal Party of Canada"
"1205",2020-10-07 16:00:06,"65+","Male","Ontario","Apprenticeship or trades certificate or diploma","Yes",10,"Somewhat Satisfied",8,"Health Care","Jagmeet Singh's New Democratic Party of Canada"
"1206",2020-10-07 16:00:02,"65+","Female","Quebec","College, CEGEP or other non-university certificate or diploma","Yes",8,"Somewhat Dissatisfied",7,"Environment","Erin O’Toole's Conservative Party of Canada"
"1207",2020-10-07 16:00:12,"45-54","Male","Ontario","Secondary (high) school diploma or equivalency certificate","Yes",9,"Somewhat Dissatisfied",6,"Accountability/Leadership","Erin O’Toole's Conservative Party of Canada"
"1208",2020-10-07 16:00:06,"25-34","Female","Quebec","Secondary (high) school diploma or equivalency certificate","Yes",9,"Very Satisfied",8,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1209",2020-10-07 16:00:05,"18-24","Male","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",9,"Somewhat Dissatisfied",4,"Accountability/Leadership","Justin Trudeau's Liberal Party of Canada"
"1210",2020-10-07 16:00:04,"65+","Female","Ontario","Secondary (high) school diploma or equivalency certificate","Yes",9,"Somewhat Dissatisfied",7,"The Economy/Jobs","Yves-Francois Blanchet's Bloc Québécois"
"1211",2020-10-07 16:00:18,"35-44","Female","Ontario","Apprenticeship or trades certificate or diploma","Yes",10,"Somewhat Satisfied",8,"Health Care","Annamie Paul's Green Party of Canada"
"1212",2020-10-07 16:00:01,"45-54","Female","Newfoundland and Labrador","Secondary (high) school diploma or equivalency certificate","Yes",10,"No Opinion",4,"Environment","Jagmeet Singh's New Democratic Party of Canada"
"1213",2020-10-07 16:00:17,"18-24","Male","Quebec","Secondary (high) school diploma or equivalency certificate","No",8,"Somewhat Satisfied",5,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"1214",2020-10-07 16:00:03,"55-64","Female","Alberta","University certificate, diploma or degree at bachelor level or above","No",10,"Somewhat Satisfied",3,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1215",2020-10-07 16:00:14,"35-44","Male","Ontario","College, CEGEP or other non-university certificate or diploma","No",3,"Very Dissatisfied",9,"Environment","Yves-Francois Blanchet's Bloc Québécois"
"1216",2020-10-07 16:00:18,"18-24","Male","British Columbia","No certificate, diploma or degree","Yes",8,"Somewhat Dissatisfied",8,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1217",2020-10-07 16:00:06,"25-34","Female","British Columbia","Secondary (high) school diploma or equivalency certificate","No",8,"Somewhat Dissatisfied",9,"The Economy/Jobs","Jagmeet Singh's New Democratic Party of Canada"
"1218",2020-10-07 16:00:17,"18-24","Male","Ontario","Apprenticeship or trades certificate or diploma","Yes",7,"Somewhat Satisfied",8,"Environment","Annamie Paul's Green Party of Canada"
"1219",2020-10-07 16:00:12,"45-54","Female","Ontario","Secondary (high) school diploma or equivalency certificate","Yes",10,"Somewhat Satisfied",7,"Housing/Homelessness/Proverty","Justin Trudeau's Liberal Party of Canada"
"1220",2020-10-07 16:00:04,"35-44","Male","Ontario","College, CEGEP or other non-university certificate or diploma","Yes",9,"Somewhat Satisfied",7,"Health Care","Jagmeet Singh's New Democratic Party of Canada"
"1221",2020-10-07 16:00:08,"35-44","Female","Ontario","Secondary (high) school diploma or equivalency certificate","Yes",10,"Somewhat Dissatisfied",8,"Health Care","Jagmeet Singh's New Democratic Party of Canada"
"1222",2020-10-07 16:00:05,"55-64","Female","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",10,"Somewhat Dissatisfied",6,"Health Care","Annamie Paul's Green Party of Canada"
"1223",2020-10-07 16:00:19,"25-34","Male","Alberta","Apprenticeship or trades certificate or diploma","No",10,"Somewhat Dissatisfied",9,"Housing/Homelessness/Proverty","Erin O’Toole's Conservative Party of Canada"
"1224",2020-10-07 16:00:17,"25-34","Female","New Brunswick","Secondary (high) school diploma or equivalency certificate","Yes",9,"Somewhat Satisfied",9,"Health Care","Others"
"1225",2020-10-07 16:00:04,"25-34","Female","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",10,"Somewhat Satisfied",9,"The Economy/Jobs","Jagmeet Singh's New Democratic Party of Canada"
"1226",2020-10-07 16:00:12,"45-54","Female","Ontario","Secondary (high) school diploma or equivalency certificate","Yes",10,"Somewhat Dissatisfied",9,"The Economy/Jobs","Others"
"1227",2020-10-07 16:00:11,"45-54","Female","Quebec","University certificate, diploma or degree at bachelor level or above","No",9,"Somewhat Dissatisfied",4,"Accountability/Leadership","Justin Trudeau's Liberal Party of Canada"
"1228",2020-10-07 16:00:12,"55-64","Male","British Columbia","University certificate, diploma or degree at bachelor level or above","No",9,"Somewhat Satisfied",7,"The Economy/Jobs","Yves-Francois Blanchet's Bloc Québécois"
"1229",2020-10-07 16:00:05,"65+","Female","Quebec","College, CEGEP or other non-university certificate or diploma","Yes",10,"Somewhat Satisfied",8,"Housing/Homelessness/Proverty","Justin Trudeau's Liberal Party of Canada"
"1230",2020-10-07 16:00:18,"35-44","Male","Manitoba","University certificate, diploma or degree at bachelor level or above","Yes",10,"Very Dissatisfied",5,"Housing/Homelessness/Proverty","Justin Trudeau's Liberal Party of Canada"
"1231",2020-10-07 16:00:13,"35-44","Male","Quebec","No certificate, diploma or degree","Yes",9,"Somewhat Satisfied",10,"Health Care","Justin Trudeau's Liberal Party of Canada"
"1232",2020-10-07 16:00:18,"45-54","Female","Saskatchewan","Secondary (high) school diploma or equivalency certificate","Yes",10,"Somewhat Dissatisfied",6,"Crime/Public Safety","Erin O’Toole's Conservative Party of Canada"
"1233",2020-10-07 16:00:19,"35-44","Male","Saskatchewan","Secondary (high) school diploma or equivalency certificate","Yes",9,"Somewhat Dissatisfied",7,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"1234",2020-10-07 16:00:09,"25-34","Female","Ontario","University certificate, diploma or degree at bachelor level or above","No",10,"Somewhat Satisfied",6,"The Economy/Jobs","Yves-Francois Blanchet's Bloc Québécois"
"1235",2020-10-07 16:00:12,"55-64","Female","New Brunswick","College, CEGEP or other non-university certificate or diploma","No",10,"Very Satisfied",9,"Health Care","Justin Trudeau's Liberal Party of Canada"
"1236",2020-10-07 16:00:08,"65+","Male","British Columbia","University certificate, diploma or degree at bachelor level or above","No",10,"Somewhat Satisfied",6,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1237",2020-10-07 16:00:11,"25-34","Male","Ontario","Apprenticeship or trades certificate or diploma","Yes",10,"Somewhat Dissatisfied",9,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1238",2020-10-07 16:00:11,"65+","Female","British Columbia","University certificate, diploma or degree at bachelor level or above","Yes",8,"Very Dissatisfied",8,"Energy/Piplines","Justin Trudeau's Liberal Party of Canada"
"1239",2020-10-07 16:00:13,"25-34","Female","British Columbia","College, CEGEP or other non-university certificate or diploma","Yes",8,"Somewhat Satisfied",7,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1240",2020-10-07 16:00:02,"18-24","Female","Alberta","College, CEGEP or other non-university certificate or diploma","Yes",10,"Very Dissatisfied",4,"Accountability/Leadership","Yves-Francois Blanchet's Bloc Québécois"
"1241",2020-10-07 16:00:09,"55-64","Female","Ontario","Apprenticeship or trades certificate or diploma","Yes",9,"Somewhat Dissatisfied",10,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1242",2020-10-07 16:00:03,"65+","Female","British Columbia","Secondary (high) school diploma or equivalency certificate","Yes",10,"Somewhat Satisfied",6,"Environment","Erin O’Toole's Conservative Party of Canada"
"1243",2020-10-07 16:00:18,"25-34","Male","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",8,"Somewhat Satisfied",10,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1244",2020-10-07 16:00:12,"25-34","Female","Ontario","College, CEGEP or other non-university certificate or diploma","Yes",9,"Somewhat Satisfied",3,"Housing/Homelessness/Proverty","Erin O’Toole's Conservative Party of Canada"
"1245",2020-10-07 16:00:09,"45-54","Female","Ontario","College, CEGEP or other non-university certificate or diploma","Yes",10,"Somewhat Satisfied",9,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"1246",2020-10-07 16:00:00,"25-34","Female","Ontario","Apprenticeship or trades certificate or diploma","Yes",10,"Somewhat Dissatisfied",8,"Health Care","Erin O’Toole's Conservative Party of Canada"
"1247",2020-10-07 16:00:08,"45-54","Male","Ontario","University certificate, diploma or degree at bachelor level or above","No",8,"Somewhat Satisfied",5,"Health Care","Erin O’Toole's Conservative Party of Canada"
"1248",2020-10-07 16:00:16,"35-44","Male","Newfoundland and Labrador","College, CEGEP or other non-university certificate or diploma","Yes",7,"Somewhat Dissatisfied",6,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"1249",2020-10-07 16:00:13,"65+","Female","Quebec","College, CEGEP or other non-university certificate or diploma","Yes",10,"Very Dissatisfied",9,"Health Care","Erin O’Toole's Conservative Party of Canada"
"1250",2020-10-07 16:00:00,"18-24","Female","Quebec","Secondary (high) school diploma or equivalency certificate","Yes",10,"Very Satisfied",7,"Health Care","Jagmeet Singh's New Democratic Party of Canada"
"1251",2020-10-07 16:00:10,"65+","Male","British Columbia","Secondary (high) school diploma or equivalency certificate","Yes",7,"Very Dissatisfied",8,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1252",2020-10-07 16:00:06,"25-34","Female","Alberta","Apprenticeship or trades certificate or diploma","Yes",10,"Somewhat Satisfied",9,"Accountability/Leadership","Yves-Francois Blanchet's Bloc Québécois"
"1253",2020-10-07 16:00:06,"25-34","Male","British Columbia","Secondary (high) school diploma or equivalency certificate","Yes",10,"Somewhat Satisfied",7,"Environment","Erin O’Toole's Conservative Party of Canada"
"1254",2020-10-07 16:00:04,"65+","Male","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",9,"Somewhat Satisfied",8,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1255",2020-10-07 16:00:03,"35-44","Female","Ontario","No certificate, diploma or degree","Yes",8,"No Opinion",8,"The Economy/Jobs","Justin Trudeau's Liberal Party of Canada"
"1256",2020-10-07 16:00:07,"25-34","Female","Alberta","University certificate, diploma or degree at bachelor level or above","Yes",7,"Very Dissatisfied",2,"Accountability/Leadership","Erin O’Toole's Conservative Party of Canada"
"1257",2020-10-07 16:00:17,"65+","Male","Alberta","Secondary (high) school diploma or equivalency certificate","No",8,"Somewhat Satisfied",7,"The Economy/Jobs","Erin O’Toole's Conservative Party of Canada"
"1258",2020-10-07 16:00:16,"65+","Female","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",7,"Somewhat Dissatisfied",6,"Accountability/Leadership","Jagmeet Singh's New Democratic Party of Canada"
"1259",2020-10-07 16:00:14,"35-44","Female","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",9,"Somewhat Dissatisfied",10,"Environment","Justin Trudeau's Liberal Party of Canada"
"1260",2020-10-07 16:00:19,"18-24","Female","Alberta","Secondary (high) school diploma or equivalency certificate","Yes",8,"Somewhat Satisfied",8,"Environment","Erin O’Toole's Conservative Party of Canada"
"1261",2020-10-07 16:00:04,"45-54","Male","Ontario","University certificate or diploma below bachelor level","No",9,"Somewhat Satisfied",7,"Environment","Erin O’Toole's Conservative Party of Canada"
"1262",2020-10-07 16:00:16,"65+","Male","British Columbia","No certificate, diploma or degree","No",10,"Somewhat Satisfied",6,"Health Care","Erin O’Toole's Conservative Party of Canada"
"1263",2020-10-07 16:00:13,"65+","Female","Alberta","University certificate or diploma below bachelor level","Yes",9,"Somewhat Dissatisfied",8,"Housing/Homelessness/Proverty","Jagmeet Singh's New Democratic Party of Canada"
"1264",2020-10-07 16:00:17,"25-34","Female","Ontario","University certificate, diploma or degree at bachelor level or above","Yes",9,"Somewhat Satisfied",7,"Housing/Homelessness/Proverty","Erin O’Toole's Conservative Party of Canada"
"1265",2020-10-07 16:00:04,"55-64","Male","Alberta","University certificate, diploma or degree at bachelor level or above","No",10,"Very Satisfied",6,"Health Care","Erin O’Toole's Conservative Party of Canada"
"1266",2020-10-07 16:00:11,"65+","Male","British Columbia","Secondary (high) school diploma or equivalency certificate","Yes",8,"Somewhat Dissatisfied",10,"Environment","Erin O’Toole's Conservative Party of Canada"
"1267",2020-10-07 16:00:14,"65+","Female","Ontario","No certificate, diploma or degree","No",10,"Somewhat Satisfied",8,"Foreign Affairs","Erin O’Toole's Conservative Party of Canada"
"1268",2020-10-07 16:00:18,"45-54","Male","Ontario","Secondary (high) school diploma or equivalency certificate","Yes",10,"Somewhat Dissatisfied",10,"Foreign Affairs","Justin Trudeau's Liberal Party of Canada"
"1269",2020-10-07 16:00:07,"25-34","Female","Ontario","No certificate, diploma or degree","Yes",9,"Somewhat Satisfied",8,"The Economy/Jobs","Yves-Francois Blanchet's Bloc Québécois"
"1270",2020-10-07 16:00:01,"55-64","Female","Saskatchewan","College, CEGEP or other non-university certificate or diploma","Yes",8,"No Opinion",6,"The Economy/Jobs","Yves-Francois Blanchet's Bloc Québécois"
"1271",2020-10-07 16:00:07,"25-34","Male","Quebec","College, CEGEP or other non-university certificate or diploma","Yes",9,"Very Satisfied",6,"Health Care","Jagmeet Singh's New Democratic Party of Canada"
